#,question,answer,sources,confidence,from_cache,language,elapsed_seconds,status
89,What are the key requirements of the PRIIPs Regulation?,"The excerpts indicate that the PRIIPs framework requires a **Key Information Document (KID)** for packaged retail and insurance-based investment products. The related technical standards govern the KID’s **presentation, content, review and revision**, as well as the conditions for providing it to investors (Revised Methodology on Value for Money Benchmarks.pdf, p.10).

Key information and cost-related requirements include:

- Investors must be informed of the **overall effect of costs and charges on investment returns**.
- Any anticipated **spikes or fluctuations in costs** must be shown, together with an explanation of the illustration.
- Firms distributing PRIIPs must disclose any **additional product costs or charges not included in the PRIIPs KID**, as well as costs and charges relating to the investment services provided (Delegated regulation - 2017_565 - EN - EUR-Lex.pdf, p.62).

The excerpts also link product governance to PRIIPs-related products: firms should identify the product’s target market and specify relevant **sustainability objectives**, such as minimum investments in environmentally sustainable or sustainable investments, consideration of principal adverse impacts, and an environmental, social or governance focus (ESMA35-43-3448_Guidelines_on_product_governance.pdf, pp.11–12).",ESMA35-43-3448_Guidelines_on_product_governance.pdf; Revised Methodology on Value for Money Benchmarks.pdf; Delegated regulation - 2017_565 - EN - EUR-Lex.pdf,3.3006129264831543,False,en,10.5,ok
90,How is the MiFID II directive transposed into Luxembourg law?,"The excerpts do not identify the specific Luxembourg legislation transposing **MiFID II**. They state only that MiFID II entered into force in January 2018. (EUR-Lex - 52021SC0340 - EN - EUR-Lex.pdf, pp. 9–10)

They describe Luxembourg’s earlier MiFID framework as being transposed through two national instruments: the **Law of 13 July 2007 on markets in financial instruments**, referred to as the “MiFID law,” transposing Directive 2004/39/EC, and the **Grand-Ducal Regulation of 13 July 2007 on organisational requirements and conduct of business rules in the financial sector**, transposing Commission Directive 2006/73/EC. Circular CSSF 07/307 explains and specifies those provisions; it must be read together with the law and regulation, which constitute the applicable conduct-of-business requirements. (cssf07_307eng.pdf, p. 1)

The framework requires institutions providing investment services to act honestly, fairly and professionally in the clients’ best interests. It also applies to relevant services or activities carried out by Luxembourg institutions in other EU Member States, subject to host-State rules for branches, and makes institutions fully responsible for their tied agents’ activities. (cssf07_307eng.pdf, pp. 5–7)",cssf07_307eng.pdf; EUR-Lex - 52021SC0340 - EN - EUR-Lex.pdf; cssf07_307eng.pdf,5.074298858642578,False,en,7.5,ok
91,What is the amended law of 5 April 1993 on the financial sector?,"The **Law of 5 April 1993 on the financial sector**, as amended, is referred to as the **“LFS.”** It is the legal framework governing relevant financial-sector entities in Luxembourg. (cssf07_307eng.pdf, pp. 2–3)

Under the excerpts, the LFS requires **credit institutions** to maintain robust governance arrangements, including effective processes for identifying, managing, monitoring and reporting risks. (Circular 26_905.pdf, pp. 156–157) For **investment firms**, Articles **17(1a) and 38-1** require robust internal governance, clear organisational and reporting structures, risk-management processes, internal controls, sound administrative and accounting procedures, appropriate remuneration policies, and IT control and security mechanisms. (cssf20_758eng.pdf, pp. 1–2)",cssf07_307eng.pdf; Circular 26_905.pdf; cssf20_758eng.pdf,5.801473617553711,False,en,8.0,ok
92,What is the Grand-Ducal regulation implementing MiFID II?,"The excerpts refer to the implementing measure as the **“Grand-ducal MiFID regulation.”** They do not provide its formal title, date, or specific legal basis, and they do not expressly identify it as implementing **MiFID II**. The regulation contains provisions on inducements (Article 30(b)(ii)), protection of financial instruments and client funds (Article 37), costs and charges (Article 38), prospectus information (Article 39), and record-keeping (Articles 60–61). (cssf07_307eng.pdf, pp. 21, 28–29, 33)",cssf07_307eng.pdf; cssf07_307eng.pdf; cssf07_307eng.pdf,3.639577865600586,False,en,6.1,ok
93,What are the requirements under RTS 27 for non-equity transparency?,"The excerpts do **not** set out detailed non-equity transparency requirements under **RTS 27**. They only state that the best-execution reports required under RTS 27 and RTS 28 were considered not to provide sufficient benefits to investors to justify their production costs. (esma70-156-3329_mifid_ii_mifir_review_report_on_the_transparency_regime_for_non-equity_instruments.pdf, p.11)

For non-equity **pre-trade transparency**, the relevant requirements described in the excerpts are that market operators and investment firms operating a trading venue must make public current bid and offer prices, together with the depth of trading interests at those prices, for bonds, structured finance products, emission allowances and derivatives. This information must be made available continuously during normal trading hours, with the detailed calibration for different trading systems specified in **RTS 2**. (esma70-156-3329_mifid_ii_mifir_review_report_on_the_transparency_regime_for_non-equity_instruments.pdf, p.12) The regime also contains specific rules for package orders and exchange-for-physical orders, and an exemption for certain derivative transactions of non-financial counterparties that objectively reduce risks directly related to their commercial activity or that of their group. (esma70-156-3329_mifid_ii_mifir_review_report_on_the_transparency_regime_for_non-equity_instruments.pdf, p.12)",esma70-156-3329_mifid_ii_mifir_review_report_on_the_transparency_regime_for_non-equity_instruments.pdf; esma70-156-3329_mifid_ii_mifir_review_report_on_the_transparency_regime_for_non-equity_instruments.pdf; esma70-156-3329_mifid_ii_mifir_review_report_on_the_transparency_regime_for_non-equity_instruments.pdf,6.1829118728637695,False,en,8.9,ok
94,What are the technical reporting formats under ITS?,"The ITS establish a **minimum set of standard forms and templates** for insurers to submit information to resolution authorities for preparing resolution plans. The reporting procedures are designed with reference to regular Solvency II reporting procedures and national experience in resolution reporting. (b7d91a5d-547c-4d4f-9a56-dfee92389e94_en.pdf, p.3)

The excerpts specifically identify:

- **IR 03.01** and **IR 03.02**, which indicate liabilities that are **excluded and not excluded from the write-down and conversion tool (WDCT)**. (b7d91a5d-547c-4d4f-9a56-dfee92389e94_en.pdf, p.4)
- In those templates, liabilities are broken down according to the categories referred to in **Article 35 of the IRRD**, rather than the classification used in Solvency II reporting templates. (b7d91a5d-547c-4d4f-9a56-dfee92389e94_en.pdf, p.4)

The excerpts do not provide the complete list of ITS templates or their detailed fields.","b7d91a5d-547c-4d4f-9a56-dfee92389e94_en.pdf; Final report on Draft ITS on amended disclosure requirements for ESG risks, equity exposures and aggregate exposure to shadow banking entities.pdf; b7d91a5d-547c-4d4f-9a56-dfee92389e94_en.pdf",2.907837390899658,False,en,8.1,ok
95,What are the key provisions of Delegated Regulation (EU) 2017/565?,"Delegated Regulation (EU) 2017/565 supplements Directive 2014/65/EU by setting detailed **organisational requirements and operating conditions for investment firms**, and by defining terms used for that Directive. Its broader framework covers the performance of investment and, where relevant, ancillary services and investment activities, as well as organisational requirements for investment firms, regulated markets and data reporting services providers. It also addresses transaction-reporting requirements for financial instruments. (Delegated regulation - 2017_565 - EN - EUR-Lex.pdf, p.5)

The excerpts identify key organisational areas as **general organisational requirements, risk management and conflicts of interest**. They also link the MiFID II framework to **product governance**, including manufacturers’ and distributors’ duties to define and review the target market. The sustainability-related excerpt describes proposed additions concerning ESG considerations or ESG preferences to relevant provisions; it should therefore be understood as a later proposed development rather than, from the excerpt alone, a complete statement of the Regulation’s original requirements. (esma35-43-1737_final_report_on_integrating_sustainability_risks_and_factors_in_the_mifid_ii.pdf, pp.24–25)",Delegated regulation - 2017_565 - EN - EUR-Lex.pdf; Delegated regulation - 2017_565 - EN - EUR-Lex.pdf; esma35-43-1737_final_report_on_integrating_sustainability_risks_and_factors_in_the_mifid_ii.pdf,7.9978928565979,False,en,8.7,ok
96,What is the deadline for the annual update of the DORA register under Circular CSSF 25/893?,"The annual DORA register must generally be submitted **no later than 31 March of the following year**; the submission window is **28 February to 31 March of year n+1**. For the first collection year (2025), the exceptional deadline was **15 April 2025**. (cssf25_882.pdf, p.7)

For the 2026 submission, the CSSF specified a submission window of **11 February to 31 March 2026** via eDesk. (DORA – Submission timeframe for register of information – eDesk Portal open as of 11 February 2026 – CSSF.pdf, p.1) The excerpts identify Circular CSSF 25/893 as concerning reporting of major ICT-related incidents and significant cyber threats, but do not state a register-update deadline under that circular. (Publication of two new circulars_ ICT-related incident classification and reporting for DORA entities and other Payment Service Providers and adoption of ESA Guidelines on the estimation of aggregated costs_losses –.pdf, pp.1–3)",Publication of two new circulars_ ICT-related incident classification and reporting for DORA entities and other Payment Service Providers and adoption of ESA Guidelines on the estimation of aggregated costs_losses –.pdf; DORA – Submission timeframe for register of information – eDesk Portal open as of 11 February 2026 – CSSF.pdf; cssf25_882.pdf,9.646982192993164,False,en,8.2,ok
97,What are the ESMA guidelines on suitability?,"ESMA’s suitability guidelines aim to improve clarity and promote consistent implementation of the relevant MiFID suitability requirements. When providing investment advice or portfolio management, an investment firm must ensure that each transaction recommended—or entered into for portfolio management—is suitable for the particular client or potential client. The guidelines are divided into General Guidelines and Supporting Guidelines and address only certain aspects of MiFID. (cssf07_307eng.pdf, p.100–101)

For crypto-asset services, ESMA’s suitability framework applies to the suitability requirements under Article 81 of MiCA. A “suitability assessment” means the complete process of collecting information about the client and assessing whether a crypto-asset is suitable, based on the crypto-asset service provider’s sound understanding of the crypto-assets it may recommend or invest in for the client. The same guidelines also address the format of periodic statements for providers conducting portfolio management of crypto-assets. (ESMA35-1872330276-2031_Guidelines_on_suitability_and_periodic_statement_MiCA.pdf, pp.5–6)",cssf07_307eng.pdf; ESMA35-1872330276-2031_Guidelines_on_suitability_and_periodic_statement_MiCA.pdf; cssf07_307eng.pdf,7.889927387237549,False,en,5.6,ok
98,How does ESMA's Q&A on MiFID II treat best execution?,"The Q&A treats best execution as a **general, overarching obligation**. Firms must take **all reasonable steps to obtain the best possible result for clients**, considering price, costs, speed, likelihood of execution and settlement, order size, nature, and any other consideration relevant to execution. The requirement sets a high-level standard and gives firms considerable flexibility in how they comply, while still requiring compliance with specific provisions. (cssf07_307eng.pdf, p.59)

The Q&A identifies the relevant provisions as **Article 21 of Level 1** and **Articles 44 and 46 of Level 2**, with an indirect application through **Article 45(7)** for firms executing portfolio-management decisions. It covers firms that execute orders or decisions to deal, as well as firms that transmit or place orders with other entities for execution. (cssf07_307eng.pdf, pp.58–59) However, it expressly does **not** address the scope of best execution under MiFID or how it applies in dealer markets. CESR considered the Commission’s response sufficient for implementation and stated that no further work was needed at that time, while leaving open a possible future review of how the requirements were being applied. (cssf07_307eng.pdf, p.58)",cssf07_307eng.pdf; cssf07_307eng.pdf; Delegate Due Diligence.pdf,8.427492141723633,False,en,9.5,ok
99,What is ESMA's supervisory briefing on outsourcing?,"Based on the excerpts, ESMA’s outsourcing supervisory guidance is focused specifically on outsourcing to cloud service providers. It is intended to help firms and competent authorities identify, address and monitor risks throughout the outsourcing lifecycle—from deciding whether to outsource and selecting a provider, through monitoring the outsourced activities, to establishing exit strategies. (ESMA65-294529287-4737_Guidelines_on_outsourcing_to_cloud_service_providers.pdf, pp. 7–8)

The guidance expects competent authorities and firms to make every effort to comply. Competent authorities should incorporate it into their national legal or supervisory frameworks as appropriate and supervise firms’ compliance. They must notify ESMA within two months of publication whether they comply, intend to comply, or do not intend to comply, giving reasons in the last case; firms themselves are not required to submit such compliance notifications. (ESMA65-294529287-4737_Guidelines_on_outsourcing_to_cloud_service_providers.pdf, p. 8)

The excerpts do not provide a separate document expressly titled “ESMA supervisory briefing on outsourcing”; they describe ESMA’s cloud-outsourcing guidelines and their supervisory status.",gfma-response-iosco-principles_on_outsourcing_cp-30-oct-2020-final.pdf; Neo-conglomerates and EU regulatory perimeter challenges – state of play and evaluation of policy options.pdf; ESMA65-294529287-4737_Guidelines_on_outsourcing_to_cloud_service_providers.pdf,4.122573375701904,False,en,9.2,ok
100,What is the topic of the latest discussion paper on sustainability?,"The latest sustainability discussion concerns **integrating sustainability risks and factors into financial-services regulation**, specifically in relation to MiFID and the UCITS Directive and AIFMD. The approach is intended to be principles-based and consistent across sectors, rather than requiring firms to offer ESG-focused products or advice. (esma34-45-688_final_report_on_integrating_sustainability_risks_and_factors_in_the_ucits_directive_and_the_aifmd.pdf, pp.4–5; esma35-43-1737_final_report_on_integrating_sustainability_risks_and_factors_in_the_mifid_ii.pdf, p.13)

It also addresses firms’ internal frameworks, including the consideration of sustainability risks by Compliance and Internal Audit, senior-management responsibilities, and asking clients about their sustainability preferences. (esma35-43-1737_final_report_on_integrating_sustainability_risks_and_factors_in_the_mifid_ii.pdf, p.13)",esma35-43-1737_final_report_on_integrating_sustainability_risks_and_factors_in_the_mifid_ii.pdf; esma34-45-688_final_report_on_integrating_sustainability_risks_and_factors_in_the_ucits_directive_and_the_aifmd.pdf; esma34-45-688_final_report_on_integrating_sustainability_risks_and_factors_in_the_ucits_directive_and_the_aifmd.pdf,2.0878944396972656,False,en,7.1,ok
101,What are the requirements for a merger under the Luxembourg law on securitisation?,"Based on the excerpts, a merger involving a Luxembourg securitisation company may be carried out under the **simplified merger procedure** in Articles **278 to 280 of the Company Law**. The parties must prepare and approve merger terms (a merger proposal), and the companies’ boards of directors must approve them. (C-N° 1938 _ 31 juillet 2015.pdf, p.2; C-N° 1938 _ 31 juillet 2015.pdf, pp.3–4)

The documents also indicate that the merger project must be **published in the Mémorial** in accordance with Article **262 of the 1915 Law**. Documents required by Article **267 of the 1915 Law** must be deposited at the registered office of the merging company **one month before the general meetings**, including the relevant reports. The merger may involve the transfer of all assets, liabilities, rights, obligations and contracts of the absorbed company to the absorbing company, and the merger project must be approved by the shareholders. (C-N° 59 _ 12 janvier 2009.pdf, p.29)

The excerpts do not identify any additional requirement specific to the Luxembourg law on securitisation; they refer instead to the Luxembourg Company Law and its simplified merger rules.",C-N° 1938 _ 31 juillet 2015.pdf; C-N° 1938 _ 31 juillet 2015.pdf; C-N° 59 _ 12 janvier 2009.pdf,3.477403402328491,False,en,9.1,ok
102,What work must the statutory auditor carry out in the event of an error in the calculation of the NAV according to CSSF Circular 24/856?,"The statutory auditor (REA) must perform risk-based, sample-based controls over errors reported by the UCI as part of the separate report, covering the relevant financial year or audit period. The purpose is to verify that the conditions and remedial measures required by the Circular have been complied with (CSSF24_856eng.pdf, p.40).

For a **significant NAV calculation error**, the controls must cover:

- identifying the affected investors using the investor register;
- correcting the NAVs applied to subscription and/or redemption requests during the error period;
- calculating, using the corrected NAVs, the compensation payable to the UCI and/or investors for the loss suffered; and
- verifying that the compensation was actually paid in accordance with Section 7.2 (CSSF24_856eng.pdf, p.40).

Where the NAV error is classified as **another type of error**, the auditor must determine the compensation payable to the UCI and/or investors and verify that the method used to calculate the gains and/or losses is appropriate for the type of error (CSSF24_856eng.pdf, p.41).",CSSF24_856eng.pdf; Circular CSSF 24_856.pdf; CSSF24_856eng.pdf,9.517251014709473,False,en,9.2,ok
103,What work does the statutory auditor have to do in the case of a merger or transformation according to the professional standards?,"The excerpts do not specify any particular work that the statutory auditor must perform specifically in connection with a merger or transformation. They state only that the statutory audit must be conducted in accordance with the applicable international auditing standards and CSSF standards, with the results presented in an audit report containing the auditor’s opinion (cssf21_790_eng.pdf, p. 7–8; cssf24_850eng.pdf, p. 7–8).

Where a management letter is required, the statutory auditor must report weaknesses and points for improvement identified during the statutory audit that, in the auditor’s professional judgment, are sufficiently important to be brought to management’s or the CSSF’s attention. The auditor is not required to perform additional procedures for that letter beyond those already carried out during the statutory audit and other applicable legal or regulatory duties (cssf21_790_eng.pdf, p. 7–8; cssf24_850eng.pdf, p. 7–8).",9bfa54ff-9644-4ffa-aef1-c05c815963f7_en.pdf; cssf21_790_eng.pdf; cssf24_850eng.pdf,0.4281061291694641,False,en,6.5,ok
104,How should the fair value of a financial option be accounted for?,"The fair value of a financial option should be measured using a suitable valuation technique, particularly where the option is thinly traded. The technique must reflect the option’s contractual terms and the fact that the holder is generally not entitled to dividends on the underlying equity during the option’s life. Relevant inputs for a European equity option include the risk-free discount curve, the underlying spot price, implied volatility, expected dividends or dividend yield, and the contractual terms. (Net Asset Valuation Calculation and Pricing Best Practice Guidelines.pdf, p.125; Net Asset Valuation Calculation and Pricing Best Practice Guidelines.pdf, pp.128–129)

For European call and put options, a risk-neutral Black–Scholes methodology may be used. The valuation should therefore incorporate the underlying price, strike price, time to expiration, discounting, volatility, and expected dividends. The option premium—the cost of entering into the contract—is usually paid upfront, but the excerpts do not specify separate journal entries or other accounting treatment for that premium. (Net Asset Valuation Calculation and Pricing Best Practice Guidelines.pdf, pp.128–129)",Net Asset Valuation Calculation and Pricing Best Practice Guidelines.pdf; Net Asset Valuation Calculation and Pricing Best Practice Guidelines.pdf; Net Asset Valuation Calculation and Pricing Best Practice Guidelines.pdf,3.5612919330596924,False,en,7.0,ok
105,How should financial statements be presented when the entity is not a going concern?,"When an entity is facing imminent liquidation and is no longer a going concern, its financial statements should be prepared using the **liquidation basis of accounting**. The statements should focus on the cash and other resources expected to be available to satisfy obligations, rather than on going-concern operating results and cash flows. Assets should be measured at the cash amounts expected to be received on liquidation; they are not depreciated, and accumulated depreciation is not presented. Impairment testing and other going-concern valuation methods are no longer relevant. (Valuation and Reporting Issues Associated with a Liquidation Basis of Accounting - The CPA Journal.pdf, p.2; p.8)

Deferred charges, prepaid expenses, and other assets that will not be converted into cash or other consideration should be written off when the liquidation basis is adopted. Liabilities with specified contractual amounts should not be reduced to estimated settlement amounts until they are legally settled. The financial statements should also present the material information needed to understand the entity’s financial position and performance, with additional disclosures provided where the prescribed information is insufficient for users’ understanding. (Valuation and Reporting Issues Associated with a Liquidation Basis of Accounting - The CPA Journal.pdf, p.8; International Financial Reporting Standard 18Presentation and Disclosure in Financial Statements.pdf, p.8–9)",Valuation and Reporting Issues Associated with a Liquidation Basis of Accounting - The CPA Journal.pdf; Valuation and Reporting Issues Associated with a Liquidation Basis of Accounting - The CPA Journal.pdf; International Financial Reporting Standard 18Presentation and Disclosure in Financial Statements.pdf,2.875943422317505,False,en,7.7,ok
106,What are the changes in accounting principles when a company is in liquidation?,"When liquidation becomes imminent, the company moves from going-concern accounting to a liquidation basis; this is not an optional accounting policy choice. The financial statements change from a balance sheet, statement of comprehensive income, and cash-flow statement to a statement of net assets in liquidation and a statement of changes in net assets in liquidation. (Valuation and Reporting Issues Associated with a Liquidation Basis of Accounting, pp. 2–3)

The measurement focus also changes from normal going-concern recognition and measurement to expected liquidation proceeds and settlement amounts. All assets and liabilities must be recognized, including internally developed intangible assets if they are expected to be sold. (Valuation and Reporting Issues Associated with a Liquidation Basis of Accounting, p. 5) Under the liquidation framework described in the OIC 5 excerpt, tangible and intangible assets, equity investments, and debt securities are measured at the lower of their carrying amount at the start of liquidation and their realizable value; tangible and intangible assets are no longer depreciated, and debt securities are no longer measured using amortized cost. Receivables are measured at presumed realizable value, while liabilities are measured at presumed settlement value. Amortized-cost and discounting mechanisms generally do not apply because they are inconsistent with liquidation accounting. (OIC 5: key operational changes – valuation criteria and financial statements, p. 1) Before adopting the liquidation basis, assets and liabilities may also require adjustment to fair value, with goodwill tested using the specified net-assets-to-fair-value comparison. (Valuation and Reporting Issues Associated with a Liquidation Basis of Accounting, p. 5)",Valuation and Reporting Issues Associated with a Liquidation Basis of Accounting - The CPA Journal.pdf; OIC 5_ key operational changes - LEXIA.pdf; Valuation and Reporting Issues Associated with a Liquidation Basis of Accounting - The CPA Journal.pdf,5.963222980499268,False,en,8.4,ok
107,What are the stages of a company liquidation and what are the roles of the liquidator and auditor?,I could not find this information in the documents provided.,,-1.750901222229004,False,en,3.0,ok
108,What are the impacts of the new IFRS 18 standard on financial statements?,"IFRS 18 is expected to change the **presentation and disclosure** of financial statements rather than how financial performance is measured. Its main impacts include new defined subtotals in the income statement, revised requirements for the aggregation and disaggregation of information, and disclosures concerning management-defined performance measures (MPMs). These changes are intended to improve the understandability and comparability of financial statements and provide investors with more consistent reference points for analysing performance. (IFRS 18 Presentation and Disclosure in Financial Statements - CBS Research Portal.pdf, pp.1–2; IFRS 18_ Introduction for Insurers.pdf, pp.4–5)

The changes may also affect reported key figures and ratios because the financial statements may be presented differently under IFRS 18. The impact will vary by entity and by the focus of the financial statement user; the excerpts indicate that comparability between entities may improve, while some ratios calculated without reformulating the balance sheet may not provide a fair basis, except for profit margin. Companies—particularly insurers—may need to adapt their financial-reporting processes, systems, internal and external communications, and coordination with auditors regarding judgements and MPM disclosures. (IFRS 18 Presentation and Disclosure in Financial Statements - CBS Research Portal.pdf, pp.1–2; IFRS 18_ Introduction for Insurers.pdf, pp.4–5)",IFRS 18 Presentation and Disclosure in Financial Statements - CBS Research Portal.pdf; IFRS 18_ Introduction for Insurers.pdf; IFRS 18 Presentation and Disclosure in Financial Statements - CBS Research Portal.pdf,10.33598804473877,False,en,6.1,ok
109,What are the impacts of the new law on securitisation in Luxembourg?,"The excerpts do not identify or explain a specific **new securitisation law**, so they do not establish any direct changes to Luxembourg securitisation vehicles, transactions, or requirements.

They do, however, indicate the relevant regulatory perimeter for certain Luxembourg investment structures. The applicability of the Law of 30 March 1988 is assessed by examining the undertaking’s organisation and structure, including systematic share redemptions, investment-advisory arrangements, and fee arrangements. Financial investment companies formed for control purposes, family holding companies, and investment clubs are excluded in the stated circumstances because they do not constitute public collective investment of savings. (iml91_75eng.pdf, p.6–7) Luxembourg UCIs are classified according to their characteristics and may fall under Part I or Part II of that law. (iml91_75eng.pdf, p.6–7)

For UCITS, assets must generally be invested exclusively in transferable securities admitted to an official stock exchange or traded on a regularly operating, recognised and publicly open regulated market, subject to stated exceptions. (iml91_75eng.pdf, p.14–15) Separately, a CSSF circular applies to specified “Financial Entities,” including central securities depositories, management companies, investment fund managers, and alternative investment fund managers, as well as their branches. (cssf25_882eng.pdf, p.4) These excerpts therefore show potentially relevant fund and financial-sector rules, but do not provide a securitisation-specific impact or name the legal basis of the “new law.”",iml91_75eng.pdf; iml91_75eng.pdf; cssf25_882eng.pdf,-0.041208088397979736,False,en,8.8,ok
110,"How can the platform verify the consistency of data in a client's board management report (e.g., Luxembourg GDP growth of 10%)?",I could not find this information in the documents provided.,,-1.694084644317627,False,en,3.9,ok
111,How can the platform verify the consistency of data in a client's board management report,"The platform can verify consistency by applying a structured data-quality methodology based on quantitative indicators and a management questionnaire. These checks should test whether the figures in the board management report are consistent with the underlying risk-data aggregation and risk-reporting processes, while flagging discrepancies caused by misunderstood reporting requirements, internal IT systems, third-party software, or operational and human errors. The results should be retained as evidence for management-body accountability. (ECB Annual Report on supervisory activities 2025.pdf, pp.64–65)

It should also perform reconciliations between selected disclosures in the report and the corresponding supervisory-reporting data, since the ECB’s annual reconciliation exercise produced improvements in data consistency and quality. Where issues are identified, the platform could support documented exchanges and remediation tracking through ASTRA, with the relevant supervisory authorities retaining access. (ECB Annual Report on supervisory activities 2025.pdf, pp.64–65) For any AI-enabled checks or claims in the report, it should require evidence-based substantiation, performance benchmarking where relevant, and disclosure of material reliance on third-party tools. (FR_02_2026 Supervisory Toolkit for AI Use in Capital Markets.pdf, pp.50–51) The excerpts do not specify a particular automated validation algorithm or a separate legal basis for these checks.",ECB Annual Report on supervisory activities 2025.pdf; FR_02_2026 Supervisory Toolkit for AI Use in Capital Markets.pdf; OPSG report.pdf,-0.197043776512146,False,en,8.7,ok
112,"Provide a summary of the key points from a client's prospectus, focusing on the type of fund, service providers, fee structure, valuation method, investment policies, performance fees, and redemption mechanisms.","The excerpts do not identify the client’s specific fund, its legal structure, or its named service providers. They refer generally to a collective investment scheme (CIS), distinguishing between open-ended funds—which provide a right to redeem units or shares—and closed-ended funds, for which the relevant consideration is how regularly they are priced. (Resolution on IOSCO Objectives and Principles of Securities Regulation and Methodology for Assessing Implementation of the IOSCO Objectives and Principles of Securities Regulation.pdf, p.189) For portfolio-management services, the portfolio may contain specified types of financial instruments and be subject to transaction limits, but the excerpts do not set out the client’s actual investment policy, permitted assets, or restrictions. (Delegated regulation - 2017_565 - EN - EUR-Lex.pdf, p.58)

Valuation should be performed fairly and accurately, with the fund’s net asset value (NAV) calculated correctly at each valuation point. The valuation frequency may depend on redemption rights, the assets held, and the fund’s legal structure. Where third-party valuation agents are used, the responsible entity should conduct initial and periodic due diligence on them; NAV calculations may also be subject to independent auditor checks. (Resolution on IOSCO Objectives and Principles of Securities Regulation and Methodology for Assessing Implementation of the IOSCO Objectives and Principles of Securities Regulation.pdf, p.189) The fee information specifically identified consists of total fees and charges, including management fees and execution-related costs, with a more detailed breakdown available on request. No separate performance fee or incentive-fee arrangement is stated in the excerpts. (Delegated regulation - 2017_565 - EN - EUR-Lex.pdf, p.70–71) Redemption charges must not be structured to discourage investors from exercising redemption rights, and any suspension of redemptions should not impair investor protection. (Resolution on IOSCO Objectives and Principles of Securities Regulation and Methodology for Assessing Implementation of the IOSCO Objectives and Principles of Securities Regulation.pdf, p.189)",Delegated regulation - 2017_565 - EN - EUR-Lex.pdf; Resolution on IOSCO Objectives and Principles of Securities Regulation and Methodology for Assessing Implementation of the IOSCO Objectives and Principles of Securities Regulation.pdf; Delegated regulation - 2017_565 - EN - EUR-Lex.pdf,1.151186227798462,False,en,11.5,ok
113,What are the FATF's requirements for AML/CFT?,"The FATF’s AML/CFT requirements are based on the **FATF Recommendations (2012)**, recognised as the global standard for combating money laundering and terrorist financing. Countries are assessed for **technical compliance**—whether the necessary laws, regulations and other measures are in force, and whether an appropriate AML/CFT institutional framework exists—and for **effectiveness**, meaning whether their AML/CFT systems operate in practice and achieve the defined outcomes. (FATF-4th-Round-Procedures.pdf.coredownload.pdf, pp.1–2, 5)

A core country obligation is to **identify and assess money-laundering and terrorist-financing risks on an ongoing basis**. The results must inform changes to the country’s AML/CFT regime, support the allocation and prioritisation of competent-authority resources in proportion to risk, and be made available to financial institutions and designated non-financial businesses and professions (DNFBPs) for their own risk assessments. (fatf-recommendations-2012.pdf, p.33) For proliferation financing, the FATF Standards’ requirements are limited to Recommendations 1, 2, 7 and 15; countries may exempt a financial institution or DNFBP from proliferation-financing risk-management requirements where the assessed risk is low, but targeted financial sanctions under Recommendation 7 remain mandatory in all cases. (fatf-recommendations-2012.pdf, p.33)",FATF-4th-Round-Procedures.pdf.coredownload.pdf; FATF-4th-Round-Procedures.pdf.coredownload.pdf; fatf-recommendations-2012.pdf,9.281394004821777,False,en,8.4,ok
114,What are the FATF's high-risk and monitored jurisdictions?,"The excerpts do not provide the names of the FATF’s current high-risk or monitored jurisdictions. They describe them as jurisdictions with **strategic deficiencies in anti-money laundering, counter-terrorist financing and counter-proliferation financing (AML/CFT/CPF)** that present a risk to the international financial system and whose progress the FATF closely monitors through its International Co-operation Review Group (ICRG) process. (Report on the State of Effectiveness and Compliance with the FATF Standards.pdf, p.12)

A jurisdiction may enter this review process because it does not participate in a FATF-style regional body, fails to publish mutual-evaluation results in a timely manner, is nominated due to specific risks or threats, or has poor mutual-evaluation results. The FATF issues a public warning about risks from identified jurisdictions. To be removed from monitoring, a jurisdiction must address all or nearly all components of its action plan. (Report on the State of Effectiveness and Compliance with the FATF Standards.pdf, p.13; Report on the State of Effectiveness and Compliance with the FATF Standards.pdf, p.14)",Report on the State of Effectiveness and Compliance with the FATF Standards.pdf; Report on the State of Effectiveness and Compliance with the FATF Standards.pdf; Report on the State of Effectiveness and Compliance with the FATF Standards.pdf,7.593578338623047,False,en,8.6,ok
